# time	pop_1	pop_2	total	norm_ket	norm_bra	max_abs_ket	max_abs_bra
325.0	0.40508601986922704	0.5949139801307785	1.0000000000000056	0.9318088379066374	13.393042550008044	0.7039540289255144	2.150093575637482
327.5	0.40380859527495616	0.5961914047250414	0.9999999999999976	0.9295208660290211	14.238966946776943	0.7026497730978223	2.2709679354637338
330.0	0.402641865400531	0.597358134599467	0.999999999999998	0.9272180692661163	15.141083102430946	0.7012279154436983	2.396893043604733
332.5	0.40158507743081734	0.5984149225691845	1.0000000000000018	0.9249018048561176	16.102675678052606	0.6996887620736342	2.5279835813917537
335.0	0.40063742170944205	0.5993625782905588	1.0000000000000009	0.9225734522370895	17.12717273238818	0.6980326388783653	2.6643521972562874
337.5	0.3997980327260526	0.6002019672739478	1.0000000000000004	0.9202344113675017	18.218148430840056	0.6962598915277156	2.8513676394141383
340.0	0.3990659901201293	0.6009340098798711	1.0000000000000004	0.917886100984766	19.379325572760173	0.6943708854688005	3.0790647483751474
342.5	0.3984403197008323	0.6015596802991663	0.9999999999999987	0.915529956803794	20.614577918395046	0.6923660059234832	3.321899115330925
345.0	0.39791999448250154	0.6020800055174965	0.999999999999998	0.9131674296578633	21.927932296562965	0.6902456578849934	3.580643076195301
347.5	0.3975039357353431	0.602496064264653	0.999999999999996	0.9107999835842734	23.32357047397128	0.6880102661135925	3.8560926917350016
350.0	0.3971910140509164	0.6028089859490772	0.9999999999999936	0.9084290938575459	24.80583076700514	0.6856602751311809	4.149067540454293
352.5	0.3969800504220042	0.6030199495779919	0.999999999999996	0.9060562449731352	26.37920937683676	0.6831961492147307	4.460410448641958
355.0	0.39686981733646226	0.6031301826635359	0.9999999999999982	0.9036829285848749	28.048361428814182	0.6806183723884213	4.790987155810714
357.5	0.3968590398846622	0.6031409601153362	0.9999999999999984	0.9013106413996167	29.818101697288125	0.6779274484143558	5.141685913902198
360.0	0.3969463968801537	0.6030536031198446	0.9999999999999982	0.8989408830327644	31.69340499732312	0.6751239007817331	5.5267422490370555
362.5	0.39713052199313004	0.6028694780068702	1.0000000000000002	0.896575153828632	33.67940622511255	0.6722082726943303	5.986524610988002
365.0	0.39741000489635625	0.6025899951036453	1.0000000000000016	0.8942149526498053	35.78140002937433	0.6691811270561777	6.478385158363406
367.5	0.39778339242312966	0.6022166075768712	1.0000000000000009	0.8918617746399047	38.00484009654367	0.6660430464552706	7.0040599007180795
370.0	0.3982491897369446	0.6017508102630614	1.000000000000006	0.8895171089643633	40.355338033199146	0.6627946331451838	7.56534281109547
372.5	0.3988058615124228	0.6011941384875767	0.9999999999999996	0.8871824365340676	42.838661829857635	0.6594365090244393	8.164085439723847
375.0	0.3994518331271824	0.600548166872819	1.0000000000000013	0.8848592277168913	45.460733891049756	0.6559693156134793	8.802196358722242
377.5	0.40018549186417385	0.5998145081358218	0.9999999999999957	0.8825489400423612	48.22762861744009	0.6523937140290885	9.48164043187332
380.0	0.4010051881241737	0.5989948118758283	1.000000000000002	0.8802530159048658	51.14556952668278	0.6487103849561192	10.204437903923742
382.5	0.40190923664795053	0.5980907633520511	1.0000000000000018	0.8779728802709853	54.22092590070183	0.6449200286163554	10.972663304312894
385.0	0.4028959177477517	0.5971040822522468	0.9999999999999984	0.8757099383966696	57.46020894815465	0.6410233647343606	11.788444160707035
387.5	0.4039634785476591	0.596036521452341	1.0	0.8734655735601211	60.87006747197453	0.6370211325001488	12.653959518226857
390.0	0.40511013423238224	0.594889865767619	1.0000000000000013	0.8712411448163488	64.45728303309083	0.6329140905285183	13.571438260800464
392.5	0.4063340693040541	0.5936659306959416	0.9999999999999958	0.8690379847794486	68.22876460269123	0.628703016814881	14.543157231648973
395.0	0.40763343884659875	0.5923665611534032	1.000000000000002	0.8668573974387275	72.19154269671631	0.6243887086874308	15.571439150516941
397.5	0.4090063697971469	0.5909936302028536	1.0000000000000004	0.864700656014839	76.35276298765932	0.6199719827554798	16.65865032589196
400.0	0.41045096222409966	0.5895490377758992	0.9999999999999989	0.8625690008620948	80.71967939017904	0.6154536748538015	17.807198161114794
402.5	0.4119652906112943	0.5880347093887082	1.0000000000000024	0.8604636374231157	85.2996466185187	0.6108346399828155	19.01952845396115
405.0	0.4135474051477853	0.5864525948522131	0.9999999999999984	0.8583857342419449	90.10011221525333	0.606115752244449	20.298122489975558
407.5	0.41519533302273637	0.584804666977265	1.0000000000000013	0.8563364210416596	95.12860805245845	0.6012979047735105	21.6474566069042
410.0	0.4169070797248882	0.583092920275114	1.0000000000000022	0.8543167868724323	100.3927413079988	0.5963820096644142	23.09562481267552
412.5	0.418680630346022	0.5813193696539781	1.0	0.8523278783358473	105.90018492127375	0.5913689978930892	24.62119021986215
415.0	0.4205139508879413	0.5794860491120627	1.000000000000004	0.8503706978911117	111.6586675344182	0.5862598192339182	26.226969318447377
417.5	0.42240498957228917	0.5775950104277117	1.0000000000000009	0.8484462022486216	117.67596292664236	0.5810554421715405	27.915801772751266
420.0	0.4243516781527245	0.5756483218472702	0.9999999999999947	0.8465553008560862	123.95987895109202	0.5757568538073649	29.69054580520289
422.5	0.4263519332287538	0.5736480667712457	0.9999999999999996	0.8446988544821862	130.51824598531906	0.5703650597606397	31.554073342649005
425.0	0.4284036575606762	0.5715963424393228	0.999999999999999	0.8428776739024295	137.35890490816388	0.5648810840639226	33.509264930826035
427.5	0.4305047413849849	0.5694952586150216	1.0000000000000064	0.8410925186915582	144.48969461756153	0.5593059690528026	35.55900442357572
430.0	0.43265306372953793	0.5673469362704647	1.0000000000000027	0.8393440961265214	151.91843910548366	0.5536407752497298	37.70617345433679
432.5	0.43484649372793377	0.5651535062720645	0.9999999999999982	0.8376330602036441	159.65293410791688	0.5478865812418043	39.95364569838838
435.0	0.4370828919323223	0.5629171080676749	0.9999999999999972	0.8359600107732303	167.70093334944545	0.542044483552391	42.304280935253644
437.5	0.43936011162402294	0.560639888375975	0.999999999999998	0.8343254927944264	176.0701344036464	0.5361155965064194	44.76091892158679
440.0	0.44167600012123814	0.5583239998787582	0.9999999999999964	0.8327299957127179	184.76816419211636	0.5301010520892391	47.32637308576318
442.5	0.44402840008316036	0.5559715999168434	1.0000000000000038	0.8311739529619884	193.8025641465194	0.5240019997989058	50.00342405626031
445.0	0.4464151508097328	0.5535848491902758	1.0000000000000087	0.8296577415925914	203.18077505957356	0.5178196064917715	52.79481303675909
447.5	0.44883408953636467	0.5511659104636378	1.0000000000000024	0.8281816820264053	212.91012165237365	0.511555056221268	55.703235041700005
450.0	0.45128305272285263	0.5487169472771487	1.0000000000000013	0.8267460379393473	222.99779688686908	0.5052095500697645	58.73133200679829
452.5	0.45375987733573386	0.5462401226642656	0.9999999999999994	0.8253510162713289	233.4508460536825	0.49878430597340184	61.881685789747685
455.0	0.45626240212336644	0.5437375978766313	0.9999999999999978	0.8239967673631321	244.27615066675034	0.49228055853979474	65.15681107702389
