# time	pop_1	pop_2
0.0	1.0	0.0
5.0	0.9999114207803828	8.857921961730758e-5
10.0	0.9996471513605647	0.000352848639435553
15.0	0.9992114690288133	0.0007885309711870954
20.0	0.998611165456306	0.0013888345436944439
25.0	0.9978551599651599	0.002144840034840529
30.0	0.9969540554633036	0.003045944536696818
35.0	0.9959196699317094	0.004080330068290843
40.0	0.9947645734831395	0.0052354265168607465
45.0	0.9935016560556834	0.006498343944316942
50.0	0.9921437446346055	0.007856255365394655
55.0	0.9907032823463651	0.009296717653634807
60.0	0.9891920755352854	0.010807924464714434
65.0	0.9876211095192002	0.012378890480799992
70.0	0.9860004294195441	0.01399957058045623
75.0	0.9843390793757603	0.01566092062424001
80.0	0.9826450915322702	0.0173549084677301
85.0	0.980925515273544	0.019074484726456203
90.0	0.9791864770701079	0.020813522929892726
95.0	0.977433261765634	0.022566738234366498
100.0	0.9756704069825608	0.02432959301743982
105.0	0.9739018033887245	0.02609819661127626
110.0	0.9721307947318365	0.027869205268164263
115.0	0.9703602727341093	0.02963972726589131
120.0	0.9685927630991943	0.03140723690080648
125.0	0.9668304999912617	0.03316950000873911
130.0	0.9650754873848472	0.034924512615153606
135.0	0.9633295466394666	0.03667045336053435
140.0	0.9615943505084915	0.03840564949150922
145.0	0.959871444528134	0.04012855547186678
150.0	0.9581622573295441	0.04183774267045709
155.0	0.9564681018575085	0.04353189814249208
160.0	0.9547901697517575	0.04520983024824393
165.0	0.9531295212493713	0.046870478750630024
170.0	0.9514870729080519	0.0485129270919496
175.0	0.9498635852493321	0.05013641475066949
180.0	0.9482596521068131	0.05174034789318872
185.0	0.9466756930717078	0.05332430692829382
190.0	0.9451119499937635	0.054888050006238115
195.0	0.9435684880563342	0.056431511943666926
200.0	0.9420452015322903	0.05795479846771081
205.0	0.9405418239682592	0.05945817603174195
210.0	0.9390579422562995	0.06094205774370191
215.0	0.9375930138439764	0.06240698615602517
220.0	0.936146386207764	0.06385361379223706
225.0	0.9347173176658978	0.06528268233410357
230.0	0.9333049986254884	0.06669500137451309
235.0	0.9319085724319953	0.06809142756800597
240.0	0.9305271551025556	0.06947284489744575
245.0	0.9291598533638447	0.07084014663615648
250.0	0.9278057805667524	0.07219421943324866
255.0	0.9264640702027355	0.07353592979726582
260.0	0.9251338868911019	0.07486611310889933
265.0	0.9238144348358281	0.07618556516417321
270.0	0.9225049638602311	0.07749503613977035
275.0	0.9212047732153681	0.07879522678463337
280.0	0.9199132134224853	0.08008678657751653
285.0	0.9186296864516811	0.08137031354832068
290.0	0.9173536445596986	0.08264635544030344
295.0	0.9160845881116618	0.08391541188833994
300.0	0.9148220626974873	0.08517793730251424
305.0	0.9135656558266986	0.08643434417330273
310.0	0.9123149934488141	0.08768500655118762
315.0	0.911069736503588	0.08893026349641403
320.0	0.9098295776593754	0.09017042234062685
325.0	0.9085942383515917	0.09140576164841059
330.0	0.9073634661892175	0.09263653381078489
335.0	0.9061370327575766	0.09386296724242582
340.0	0.9049147318117615	0.09508526818824112
345.0	0.9036963778280772	0.09630362217192552
350.0	0.9024818048612075	0.09751819513879552
355.0	0.9012708656424185	0.09872913435758417
360.0	0.9000634308485721	0.09993656915143023
365.0	0.8988593884721666	0.1011406115278358
370.0	0.8976586432280519	0.10234135677195062
375.0	0.8964611159416349	0.1035388840583675
380.0	0.8952667428750681	0.10473325712493442
385.0	0.8940754749609067	0.10592452503909593
390.0	0.8928872769259392	0.10711272307406342
395.0	0.8917021263004062	0.10829787369959609
400.0	0.8905200123189324	0.1094799876810701
405.0	0.889340934728671	0.11065906527133171
410.0	0.8881649025271312	0.1118350974728711
415.0	0.8869919326567792	0.11300806734322291
420.0	0.8858220486858556	0.11417795131414697
425.0	0.8846552795051301	0.1153447204948727
430.0	0.8834916580687738	0.11650834193122915
435.0	0.8823312202045323	0.11766877979547077
440.0	0.8811740035143261	0.11882599648567663
445.0	0.8800200463816443	0.11997995361835831
450.0	0.8788693870970015	0.12113061290300113
455.0	0.877722063107651	0.12227793689235146
460.0	0.8765781103929252	0.12342188960707759
465.0	0.8754375629622553	0.1245624370377474
470.0	0.874300452469277	0.1256995475307257
475.0	0.8731668079325106	0.1268331920674923
480.0	0.8720366555510225	0.1279633444489807
485.0	0.8709100186021699	0.12908998139783284
490.0	0.8697869174079853	0.1302130825920171
495.0	0.8686673693568673	0.13133263064313494
500.0	0.8675513889679397	0.1324486110320627
505.0	0.8664389879865491	0.13356101201345325
510.0	0.8653301755008166	0.13466982449918566
515.0	0.8642249580707754	0.13577504192922685
520.0	0.8631233398633322	0.13687666013666983
525.0	0.8620253227879597	0.13797467721204218
530.0	0.8609309066295805	0.13906909337042125
535.0	0.8598400891764933	0.1401599108235083
540.0	0.8587528663423494	0.14124713365765185
545.0	0.8576692322821081	0.1423307677178931
550.0	0.85658917950257	0.14341082049743145
555.0	0.8555126989685173	0.14448730103148402
560.0	0.8544397802057073	0.1455602197942945
565.0	0.8533704114019791	0.14662958859802247
570.0	0.8523045795076357	0.14769542049236595
575.0	0.8512422703360009	0.14875772966400092
580.0	0.8501834686647767	0.1498165313352251
585.0	0.8491281583384721	0.15087184166152945
590.0	0.848076322371842	0.15192367762815934
595.0	0.8470279430539625	0.15297205694603888
600.0	0.8459830020522998	0.15401699794770143
605.0	0.8449414805159254	0.15505851948407595
610.0	0.843903359176884	0.1560966408231174
615.0	0.8428686184486582	0.15713138155134312
620.0	0.8418372385206658	0.1581627614793355
625.0	0.8408091994477845	0.15919080055221696
630.0	0.8397844812340075	0.160215518765994
635.0	0.8387630639094845	0.16123693609051706
640.0	0.8377449276003738	0.16225507239962766
645.0	0.836730052591127	0.16326994740887452
650.0	0.8357184193790175	0.16428158062098402
655.0	0.8347100087209177	0.16528999127908375
660.0	0.8337048016724965	0.16629519832750475
665.0	0.8327027796201634	0.16729722037983788
670.0	0.8317039243062049	0.16829607569379632
675.0	0.8307082178476594	0.16929178215234178
680.0	0.8297156427495356	0.1702843572504656
685.0	0.82872618191302	0.17127381808698142
690.0	0.8277398186393244	0.17226018136067686
695.0	0.8267565366298179	0.17324346337018307
700.0	0.8257763199830451	0.17422368001695565
705.0	0.8247991531891945	0.1752008468108063
710.0	0.8238250211225183	0.17617497887748293
715.0	0.8228539090321443	0.17714609096785688
720.0	0.8218858025316573	0.17811419746834425
725.0	0.8209206875877539	0.17907931241224742
730.0	0.819958550508234	0.18004144949176756
735.0	0.8189993779295155	0.18100062207048626
740.0	0.8180431568038368	0.18195684319616523
745.0	0.8170898743862546	0.18291012561374786
750.0	0.816139518221526	0.1838604817784768
755.0	0.8151920761309399	0.1848079238690629
760.0	0.8142475361991468	0.18575246380085592
765.0	0.8133058867610278	0.18669411323897503
770.0	0.8123671163886405	0.18763288361136218
775.0	0.8114312138782825	0.18856878612172034
780.0	0.8104981682377066	0.189501831762296
785.0	0.8095679686735379	0.1904320313264649
790.0	0.8086406045789309	0.19135939542107153
795.0	0.8077160655215275	0.1922839344784746
800.0	0.8067943412317568	0.1932056587682456
805.0	0.8058754215915331	0.19412457840846903
810.0	0.8049592966234077	0.19504070337659457
815.0	0.8040459564802084	0.195954043519794
820.0	0.803135391435222	0.19686460856478052
825.0	0.802227591872946	0.19777240812705665
830.0	0.8013225482804396	0.19867745171956283
835.0	0.8004202512392938	0.19957974876070833
840.0	0.7995206914182285	0.20047930858177387
845.0	0.798623859566317	0.2013761404336853
850.0	0.7977297465068356	0.20227025349316677
855.0	0.7968383431317154	0.20316165686828713
860.0	0.7959496403965804	0.20405035960342247
865.0	0.7950636293163388	0.2049363706836636
870.0	0.7941803009613023	0.20581969903869982
875.0	0.793299646453786	0.2067003535462164
880.0	0.79242165696516	0.20757834303484263
885.0	0.7915463237133112	0.20845367628669162
890.0	0.7906736379604736	0.20932636203952923
895.0	0.7898035910113904	0.2101964089886123
900.0	0.788936174211771	0.2110638257882319
905.0	0.7880713789470054	0.21192862105299748
910.0	0.7872091966411094	0.21279080335889353
915.0	0.7863496187558642	0.2136503812441387
920.0	0.7854926367901295	0.2145073632098734
925.0	0.7846382422793018	0.21536175772070082
930.0	0.7837864267949001	0.21621357320510234
935.0	0.7829371819442575	0.21706281805574504
940.0	0.7820904993703031	0.2179095006296994
945.0	0.7812463707514216	0.21875362924858072
950.0	0.7804047878013758	0.21959521219862646
955.0	0.7795657422692795	0.22043425773072253
960.0	0.7787292259396157	0.221270774060387
965.0	0.7778952306322818	0.22210476936772103
970.0	0.7770637482026675	0.222936251797335
975.0	0.7762347705417453	0.22376522945825766
980.0	0.7754082895761681	0.22459171042383483
985.0	0.7745842972683789	0.2254157027316241
990.0	0.7737627856167114	0.22623721438329156
995.0	0.7729437466554873	0.22705625334451535
1000.0	0.7721271724551004	0.2278728275449022
