# time	pop_1	pop_2
0.0	1.0	0.0
5.0	0.9916103108793048	0.008389689120695286
10.0	0.967583378827284	0.03241662117271589
15.0	0.9304037214634909	0.069596278536509
20.0	0.8825102030565782	0.11748979694342176
25.0	0.8257312935170531	0.17426870648294657
30.0	0.761851969451017	0.23814803054898262
35.0	0.6931972720015529	0.3068027279984463
40.0	0.6223265529820979	0.3776734470179007
45.0	0.5517564377309315	0.44824356226906736
50.0	0.4840096774410153	0.5159903225589836
55.0	0.42151514641102966	0.5784848535889693
60.0	0.3661861864621408	0.6338138135378579
65.0	0.3192077708369323	0.6807922291630665
70.0	0.28133134283117106	0.7186686571688281
75.0	0.25318099854906007	0.7468190014509386
80.0	0.23526048708633446	0.764739512913664
85.0	0.2277861086240753	0.7722138913759231
90.0	0.2304844797852205	0.7695155202147779
95.0	0.2425214615053878	0.7574785384946102
100.0	0.26267062034750277	0.7373293796524953
105.0	0.2895254753179584	0.7104745246820395
110.0	0.3215518657029833	0.6784481342970141
115.0	0.3570685255393809	0.6429314744606162
120.0	0.394339850013138	0.605660149986859
125.0	0.4317627245748643	0.5682372754251329
130.0	0.4679232819306221	0.5320767180693752
135.0	0.5014682171888907	0.49853178281110666
140.0	0.531032083803659	0.4689679161963384
145.0	0.5554473695942368	0.44455263040576043
150.0	0.5741562919348632	0.4258437080651344
155.0	0.5873494507827133	0.41265054921728445
160.0	0.595428433839379	0.4045715661606183
165.0	0.5982199681836311	0.4017800318163662
170.0	0.5949207512880345	0.40507924871196294
175.0	0.5850534916854123	0.41494650831458524
180.0	0.5694012135013271	0.4305987864986709
185.0	0.5497165588189581	0.4502834411810396
190.0	0.5275521032959726	0.47244789670402515
195.0	0.5036444005294024	0.4963555994705952
200.0	0.4784556987215612	0.5215443012784363
205.0	0.4529286817056598	0.5470713182943377
210.0	0.42836319711658577	0.5716368028834118
215.0	0.40570124997534507	0.5942987500246523
220.0	0.3852290928541032	0.6147709071458941
225.0	0.3670254684021601	0.6329745315978371
230.0	0.3514909036610394	0.6485090963389577
235.0	0.33931438467543656	0.6606856153245606
240.0	0.3310696047444371	0.6689303952555598
245.0	0.32693721334835674	0.6730627866516404
250.0	0.32670135281072354	0.6732986471892736
255.0	0.32988716333447526	0.6701128366655215
260.0	0.33594039567871536	0.6640596043212815
265.0	0.344411760871316	0.6555882391286806
270.0	0.3550140301750939	0.6449859698249024
275.0	0.36743613212646425	0.6325638678735322
280.0	0.381099164590839	0.6189008354091576
285.0	0.39520278002574927	0.6047972199742473
290.0	0.40906129714996686	0.5909387028500299
295.0	0.42229649948284614	0.5777035005171506
300.0	0.4346092516295273	0.5653907483704695
305.0	0.4454535020964937	0.554546497903503
310.0	0.4541070499977952	0.5458929500022014
315.0	0.4601117450048482	0.5398882549951486
320.0	0.463577060510909	0.5364229394890876
325.0	0.46499587906677153	0.5350041209332244
330.0	0.4647581741006728	0.5352418258993232
335.0	0.46283199286316784	0.5371680071368282
340.0	0.4588988458034669	0.5411011541965296
345.0	0.4528187830062967	0.5471812169936999
350.0	0.4449678493346738	0.5550321506653226
355.0	0.43607174248258274	0.5639282575174138
360.0	0.42670806526739297	0.5732919347326038
365.0	0.41707145665452533	0.5829285433454711
370.0	0.40728786102278863	0.592712138977208
375.0	0.39783085313622296	0.6021691468637734
380.0	0.3894339414586836	0.6105660585413126
385.0	0.3825897975037022	0.6174102024962942
390.0	0.37729622038695465	0.6227037796130415
395.0	0.3733627934471029	0.6266372065528932
400.0	0.3708376587293374	0.6291623412706586
405.0	0.36999332548764424	0.6300066745123517
410.0	0.3709500115125221	0.6290499884874741
415.0	0.3734677715880301	0.6265322284119662
420.0	0.37713286730065126	0.622867132699345
425.0	0.3816463497480116	0.6183536502519844
430.0	0.38688007561444127	0.613119924385555
435.0	0.39272071600549185	0.6072792839945043
440.0	0.398941993055805	0.601058006944191
445.0	0.40522704853800967	0.5947729514619859
450.0	0.4112736639631353	0.5887263360368605
455.0	0.416864276079163	0.5831357239208327
460.0	0.4218336980427837	0.5781663019572122
465.0	0.4259728329209437	0.5740271670790519
470.0	0.42900727206213524	0.5709927279378603
475.0	0.4307230361851679	0.5692769638148274
480.0	0.4310908507395846	0.5689091492604106
485.0	0.4302180649749665	0.5697819350250285
490.0	0.42825189622258614	0.5717481037774086
495.0	0.42545607651456746	0.574543923485427
500.0	0.4222804394418644	0.5777195605581298
